Samples	Label	135765 isomer2	16-Hydroxyhexadecanoic acid	1-monostearin labeled	"2,3-Diaminopropionic acid"	2-Coumaric acid	2'-Deoxyadenosine1	2'-Deoxyadenosine2	2-Methylpropanal	"3-Amino-2,3-dihydrobenzoic acid"	3-Hydroxyphenylacetate	3-Indoleacetonitrile	3-Methyladenine	3-Nitro-L-Tyrosine	4-Coumaric acid	4-Methylumbelliferone	5-Aminolevulinic acid	5-Aminopentanoic acid	5-Dehydroquinic acid	6-deoxyglucose	Acetaminophen glucuronide	Adenosine	adrenaline	alanine-alanine1	alanine-alanine2	Ascorbic acid	Asparagine minor	Azelate	"Benzen-1,3-Dicarboxylic acid"	Benzoate	beta-hydroxymyristic acid	beta-sitosterol	Brucine	Caffeine	cerotinic aci	chenodeoxycholic acid	Chlorogenic acid	cis-Aconitic acid	Cystamine1	Cystamine2	Cysteamine1	Cysteamine2	Cysteinylglycine	cystine minor	Deoxyguanosine	D-Fucose	D-Glutamine	digalacturonic acid1	digalacturonic acid2	DL-Homocystine	D-Maltose	D-Panose	D-Ribose1	D-Ribose2	D-Ribose3	D-Trehalose1	D-Trehalose2	D-Trehalose3	D-Trehalose4	D-Trehalose5	D-Xylulose1	D-Xylulose2	Epinephrine1	Epinephrine2	Galactitol	Galacturnonate	Gallic acid	gamma-Linolenic acid	Gluconolactone	Glutaric acid	Glyceraldehyde-3-phosphate	Glycerol	glycyl tyrosine	Harmaline	Histamine	histidine	Homocystine1	Homocystine2	Homovanillate	Hypotaurine	Indoleacetic acid	isoheptadecanoic acid NIST	isohexonic acid	Isopentenyladenosine	L-Ascorbic acid1	L-Ascorbic acid2	L-Aspartic acid3	L-Aspartic acid4	L-Cysteine1	L-Cysteine2	L-Glutamic acid	L-Glutamine	L-Homocysteine	Linoleic acid	lithocholic acid	L-Leucine	L-Lysine	L-Prolinamide	L-Proline	L-Rhamnose	L-Tyrosine1	L-Tyrosine2	L-Tyrosine3	Malonic acid	Maltose	maltotriose1	Maltotriose2	Maltotriose3	Maltotriose4	Melibiose1	Melibiose2	melibiose minor	Menaquinone	methionine sulfoxide minor	Myricetin	N-Acetylglucosamine	N-Acetylleucine	N-Acetylneuraminic acid	N-acetylornithine	Nonadecanoic acid methyl ester1	Nonadecanoic acid methyl ester2	nonanoic acid	noradrenaline	Octacosanoic acid	octadecylglycerol	O-Phospho-L-serine1	O-Phospho-L-serine2	ornithin	Paeonol	palatinitol	Palmitic acid1	Palmitic acid2	Panose_1_minor	Panose_2	Phosphorylcholine	Phthalic acid	Phytol_mixture of isomers	Pimelic acid	Protocatechuic acid	Psoralen	Purine	Putrescine	Pyridoxamine	Pyrocatechol	Pyrogallol	Quinolinic acid	Rhamnose	"Ribulose 1,5-bisphosphate_1"	serotonin1	Serotonin2	Serotonin3	Shikimic acid	Similar_catechin	Sinapyl aldehyde	sophorose minor	Spermidine1	Spermidine2	Spermidine3	Spermidine4	Spermine	spermine major	Stearic acid1	Stearic acid2	Sucrose	Tartarate	Taurine	tetracosane	tocopherol alpha	tranexamic acid	Trans-Aconitate	Tryptamine1	Tryptamine2	Tryptophan	Tyramine1	Tyramine2	Uridine1	Uridine2	xylose
24H-UKNO3-R4	24H+U	0.364868054	6.79369402	0.707784693	0.654549384	1.178865904	0.620659996	1.646790821	2.935247153	2.495542601	1	1.2120102	2.950986045	1.614359038	0.305996813	0.356581954	0.297938266	0.167325431	0.831289424	2.495542601	0.56485662	0.826696144	0.966630076	0.781506133	1.853934739	0.54325673	6.79369402	6.79369402	0.8810884	3.734374124	1.601309576	0.434373251	0	0.776834137	2.950986045	0.738974789	1.455579045	1.185227034	1.344243749	0.455441447	1.403060656	1.614359038	6.424459161	7.012995247	0.592057946	2.520824782	0.105853353	1.136134246	0.927203148	2.719322468	1.661093045	0.688817155	0.821513863	0.506837145	1.312991329	1.460014581	0.678142155	0.194618581	0.413242387	1.027899918	0.633838096	0.863289242	1.838236276	1.623141467	3.485116009	0.73428138	0.894376245	0.725279885	1.21677453	1.957270877	1.270628346	2.653201454	0.624329278	1.174413433	1.161670821	0.261892877	0.685226033	0.858028869	1.764840884	0.681524577	0.93278835	1.77637964	2.306450866	0.593630259	6.124397059	2.20837286	2.121107685	2.396829615	0.805896254	0.832238183	3.116360533	1.428655578	0.415686613	0.762524271	1.051318345	0.550606456	0.369200791	3.056736808	0.75610633	2.372859712	0.788374514	5.858602658	1.782356794	0.336486418	2.003613925	2.396829615	0.368880766	3.456826482	3.742502958	2.388893035	1.759687515	8.945057542	6.832851622	0.18496532	0.619784448	0.588408351	1.448009171	0.357191166	1.164053126	0.74998451	0.510215249	0.955471604	0.406350235	1.575835829	0.89063957	0.290045955	1.087734364	0.462759269	0.761767714	12.52134172	0.806767345	0.698841034	0.942992119	0.803563643	2.520824782	3.037157492	0.311437036	0.203874416	0.995720274	1.176374998	2.203703982	0.483899434	3.270085897	3.485116009	1.224180098	0.20951838	1.06223755	12.52134172	0.419693678	0.977634189	3.104618295	0.876156623	0.824246967	0.932823341	0.22082177	2.469737505	1.277833708	1.241833026	7.012995247	0.629374635	0.422602185	0.86255954	0.875966083	1.16977619	0.86255954	3.734374124	0.365303673	1.071090512	0.838701314	1.810437686	0.408951966	2.794066243	1.875278803	2.743684997	3.104618295	0.476713675	1.589193875	0.521685896
24H-UKNO3-R5	24H+U	0.656054751	0	0.393469083	1.313042316	1.120719003	0.740696562	0.259541211	2.553375816	2.639257775	0.990788181	0.397979465	1.332798418	0.742494298	0.733583696	0.154253909	0.527957953	0.657150524	0.519426726	2.639257775	0.27188622	0.150134724	2.03385986	1.482461791	0	0.6395752	0	0	2.323310902	0	3.211647107	0.460935719	0	1.404591829	1.332798418	0.491497341	1.317068107	2.119698832	0.541249018	0.67242503	2.662991847	2.518176559	0.603634818	14.03317266	0.980162484	1.770115468	0.333527532	2.473448552	0.368742808	3.271165325	0.44209209	0.831119417	0.485815402	0.695113564	0.443929151	0.311480661	0.221952175	0.182480849	0.21881525	0.213587681	0.320734877	0.515872075	3.724953006	1.434073122	8.306362646	1.161438872	0	0.323662361	1.496607824	6.516382929	2.825345096	2.365233343	0.904801487	2.491062583	1.221826106	0.341693772	1.833433185	1.433197997	1.502340625	0.478332775	2.274218139	4.299168822	0.796538665	0.756177601	5.919690809	0	1.847649524	1.414870318	0.195437285	2.590623393	1.578703754	2.55450098	0.356147873	1.482249834	1.361790513	0.970347709	0.604889066	2.013850306	0.698226563	5.646400423	0.535048105	1.402699427	0.923235131	0.432478866	0.668131936	1.415097378	0.306773292	1.042090775	14.03912144	1.415097378	1.13548309	2.150464429	5.487581363	0.91427398	0.714940099	1.258937152	2.909181755	0.656054751	2.377630542	0.080294531	1	1.819948407	0.762207576	2.643577469	1.774536444	0.224272351	0.173199728	1.048477058	0.382821018	1.254322879	2.219502006	0.793701456	0.36605627	0.396339423	1.474717509	6.516382929	0.361420033	0.964104729	1.814722429	0.475939626	4.043284519	0.666201561	2.271075618	2.553375816	2.207736959	0.514716453	1.954621967	1.254322879	0.639677296	1.640268946	2.726144734	1.359732712	1.414306831	1.444731898	0.298616421	0.58613598	0.225216206	0.706465935	14.03317266	0.323851869	0.814639996	1.713916089	1.638337374	2.455106843	0.305799197	4.611934043	0.604889066	0.707460186	1.229012001	0.387756967	0.696373275	0.666071906	3.647327115	2.581982799	5.388505827	1.342038533	1.128944362	1.788892244
48H-KNO3-R1	48H	0.597946467	0	0.420924488	0.628466583	0.794402493	0.826430512	0.708266237	4.88217804	2.423826818	2.018377055	0.5345735	1.238851565	1.127807621	0.747742047	0.184271255	0.244017979	0.626504055	0.588018621	2.423826818	0.27894091	0.553425436	1.738388813	1.459411236	2.776125834	0.504773989	0	10.82410366	2.086861813	3.951660998	2.915424723	0.363532498	0.587877875	1.268166943	1.247959994	0.404800812	1.483402037	1.911170411	2.418046017	0.402864487	2.38850924	1.127807621	4.82372381	12.77411645	0.838929776	1.737915713	0.140082395	2.448159604	0.325343385	2.943731588	0.393009513	0.698370343	0.371782967	0.508467063	0.553069188	0.264956228	0.317832402	0.132857385	0.171238522	0.197196796	0.429848293	0.33532891	3.373293562	0.763410731	5.418954965	1.177289927	0.936656147	1.320006591	1	5.262824146	2.517321635	0.311785267	0.702123067	2.2168717	1.051777009	0.284036513	1.428329989	1.693795999	1.374648769	0.488765203	1.722623473	3.941261842	0.553089229	0.704449296	3.6851699	3.470120778	1.599267811	1.231101078	0.199118336	2.281304078	1.726477469	2.410043668	0.240758467	0.646459021	1.2320917	1.008694449	0.576969937	2.151123247	0.481696601	3.55543179	0.400140548	0.758378384	0.258943578	0.398715511	0.609802405	1.21144211	0.176124569	0.931091145	0	1.21180398	5.97720384	4.680288151	4.680288151	0.84545629	0.683287314	0.90415577	2.737187257	0.287587706	2.220219409	0.00791976	1.124028435	1.546756635	0.714120336	1.69651608	1.587093052	0.22261184	0.14017156	0.785119507	0.673004664	1.229907653	2.060482797	0.658706126	0.358067129	0.249606916	1.713990484	5.262824146	0	0.89508096	1.647345482	0.19405489	3.08624381	0.886394122	1.842165532	4.88217804	2.241657486	0.438048507	2.151123247	1.229907653	0.516339223	1.146159993	0	1.229790186	1.391769463	1.342089533	0.504922021	1.824442839	0.18743347	0.502739529	12.77411645	0.283321039	0.755239015	1.513281465	1.3077104	2.250465124	1.518769973	3.951660998	0.576969937	0.653881173	0.1375819	0.348043589	0.641992091	0.563559837	1.835858184	1.348386725	4.531423992	1.374648769	1.188563822	1.524485008
48H-KNO3-R2	48H	0.378241397	6.339259003	0.746559466	0.524834167	2.013463723	0.445577757	2.373077257	2.730146294	2.252439603	1.347939142	1.147795995	3.04684069	1.732624742	0.741341775	0.62832311	0.420421946	0.324032263	0.878967421	2.252439603	0.584812799	0.857999905	1.382861015	0.740551573	1.5593631	1.60056104	6.320307443	6.3424066	0.673774379	4.034716494	1.580551929	0.483561659	0.991835279	0.791242364	3.04684069	0.8597498	0.456060284	0.613520225	1.471638912	0.571470298	0	1.693821519	0.547647478	6.151076772	0.463824173	1	0.08955756	2.573631932	0.584625799	2.526934391	1.908159553	0.713132654	1.47522145	0.473739099	0.861928563	1.981750348	0.939247868	0.416766173	0.501626538	1.407587959	0.200024909	0.809812967	0.221328873	2.105923989	2.955520393	0.594597455	0.4074634	0.742078364	1.115676573	2.949713854	1.231565587	2.747020309	1.061463088	1.179928902	1.136736737	0.363103465	0.592345505	0.799096527	2.500902312	0.934481868	2.579351133	1.876350953	2.04420837	0.539342684	5.136733817	2.30126165	2.222100022	2.671153803	1.052116092	0.838057056	1.236374345	1.290212365	0.222880833	0.377835384	0.785137853	0.46860713	0.132741225	2.736920879	0.64452994	2.010337222	1.908159553	5.473841758	1.409699322	0.566364618	0.407934533	2.671153803	0.398506878	4.900625934	3.649227838	2.671153803	1.013202197	5.557043558	7.630030546	0.198271594	0.580754322	0.617224263	2.853523565	0.378541913	1.184086147	0	0.797878602	0.873657459	0.380922331	1.666930909	1.007250787	0.36452045	0.764723213	0.451029551	0.872635422	11.71978402	0.800844863	0.722001491	0.605445956	0.78291313	1.865504751	2.949713854	0.191395919	0.400974605	0.908284834	1.022050881	4.874135547	1.565205796	3.272388741	1.236374345	0.842322509	0.238514678	2.733537784	11.71978402	0.550766393	1.179012381	3.270023443	0.807928231	0.618675803	0.714592333	0.91520043	2.419360579	1.181773452	1.409699322	6.151076772	0.731809105	0.447644421	0.985274048	1.093524131	1.38874276	0.985274048	4.034716494	0.301066197	1.195134344	0.554437941	0	0.950253135	2.583149888	0.995059435	2.11445009	3.270023443	2.558255123	1.643840249	0.965240293
48H-KNO3-R3	48H	0.40564422	0	0.770667271	0.550829292	1.3801104	0.234409133	1.539316557	3.49369259	2.636226758	0.928516819	1.307636932	3.037825942	1.818357894	0.779378734	0.416743444	0.299717716	0.600714596	0.871079454	2.636226758	0.696616835	0.996535987	0.906193685	0.88845485	2.279557345	1.515851407	0	0	0.940836084	4.694368746	1.116861138	0.42110281	1.388115609	0.826318688	3.037825942	0.704312048	1.533750627	0.780297486	1.589314714	0.576618018	1.078461013	1.818357894	8.155908556	7.093592677	0.549513691	1.135032247	0.36113027	1.297996056	0.699050116	3.330954649	0.229708924	0.690999066	1.081665281	0.543048046	1.425608078	1.768849627	0.789028874	0.294535237	0.470999087	1.235315305	0.717211566	0.887791499	2.189965715	2.189965715	3.026373144	0.850833796	0.865948385	0.250538368	1.274604768	2.73124088	1.752490238	0.207735036	0.596868445	1.336368724	1.352893895	0.420543948	0.833784199	0	2.238289292	0.70995393	3.00902965	1.842361286	2.156525887	0.47716295	7.834763048	2.521460185	2.558185634	1.167152313	1.091232707	0.82868028	0.895046949	1.533662109	0.641911327	0.348752851	0.323045841	0.567084648	0.356824409	3.104796729	0.493762751	2.189965715	0.845595828	5.937022937	1.671904954	0.383059049	1.669356012	3.082795658	0.425303345	1.308613905	3.068883936	3.082795658	1.167833067	9.453980338	6.56928724	0.547606534	0.634543595	0.724195296	1.783986595	0.2399651	0.819057851	0.974272204	2.110258975	0.59640391	0.433937474	1.659945721	0.973517314	0.18829504	0.928356802	0.439256547	0.673406433	13.19626714	1.650257119	0.677224423	1	0.877950344	1.956348322	2.73124088	0.225025107	0.956171323	1.017818881	1.209003921	6.269096671	1.515851407	3.600387643	0.895046949	1.163708584	0.667625145	1.371922708	13.19626714	0.470341752	1.259655838	2.961775035	0.929188959	0.770722623	1.197950245	0.711758363	2.613301886	1.23876579	0.947084077	7.093592677	0.289374437	0.488327319	0.84026214	1.991376765	1.187463395	0.887924269	1.783986595	0.334117826	0.744434858	0.897881241	0.965328369	0.4261065	2.912962417	1.268098136	3.13722515	2.961775035	2.238289292	1.922762926	1.027107213
48H-KNO3-R4	48H	0.694884527	0	0.623710906	0.608446511	0.933168227	1.025322355	0.855149334	6.265688036	2.857028272	0.863476004	0.412180197	1.384943715	0.942630846	0.77385033	0.160555786	0.53730036	0.322804585	0.456968367	2.857028272	0.325444416	0.755969895	1.750257041	1.627484606	3.321402934	0.488967789	17.28721305	0	0.640189417	4.40908406	2.080469322	0.366356436	2.090370453	0.584867227	1.384943715	0.296406632	1.858952484	0	0.408371646	0.343698311	2.921312946	1.550655393	10.03244781	15.05299108	1.054792728	1.88388697	0.161391255	0	0.374309942	3.217600933	0.417830435	0.770107639	0.505555073	0.414457133	0.448206871	0.239152968	0.216910586	0.129025397	0.203564217	0.267749849	0.375846232	0.472002789	1.906786403	0.68070021	0	1.113630533	2.781487441	0.379023776	1.141877295	6.4543511	3.079957105	0	1.00475767	2.611066312	1.647750314	0.313318274	1.459292987	1.565804388	1.438541444	6.059598232	4.822162958	4.036176051	0.761926224	0.65573676	13.5843872	3.616480905	2.022932292	1.129074311	0.269700216	1.872805075	2.030149785	3.044254317	0.370444841	0.497434875	1.3764037	1.104717114	0.767010786	0.460557326	0.537316153	3.594714664	0.569224508	0.699714856	0.217906295	0.544365669	0.8728784	0.558247185	0.238654715	1.030462794	8.319944502	0.537469499	2.075983725	0	5.06245899	1.164732225	0.743569243	1.425338451	3.044424079	0.62267044	0.737463924	0.128533649	3.806695841	2.072969773	0.82063636	1.84580517	1.815760612	0.252268537	0.166582148	0.7589405	0.664036382	1.71916089	2.013309708	0.401523928	0.548171997	0.409530643	2.290599833	6.4543511	1	2.185931229	1.996657885	0.218991821	10.07118351	0.617542108	2.716439933	6.265688036	2.740206122	1.257528374	0.497035408	1.71916089	0.861177263	0.632966193	7.20837967	1.513372172	1.835766802	1.925422304	1.205915893	0.498145631	0.209260593	0.352100048	15.05299108	0.270755674	0.88894469	1.403425932	2.224032908	1.987426241	1.403425932	4.40908406	0.767152429	0.358194166	1.715774688	0.504605791	1.14542399	0.761538778	3.399954666	6.411793702	7.20837967	1.301722819	1.530741985	1.831365747
48H-KNO3-R5	48H	0.387024821	6.227565531	0.606607725	0.483797409	2.550447258	0.423088259	0.11075434	2.75503185	0	1.519881163	2.122971132	3.031372183	1.907879889	0.334862101	0.61385953	0.318461902	0.346217306	0.929852095	2.200036515	0.111410077	0.708175264	1.144044556	0.809247457	1.619040665	1.065876424	6.227565531	6.207605248	0.884664736	4.96378866	1.623932056	0.23196184	1.06261684	0.782756689	3.034168653	0.654887705	0.972107922	0.335657492	2.318432036	0.6020981	2.249404366	1.907879889	4.320250779	6.163911939	0.450790676	1	0.22256168	1.153464132	0.615135716	3.401419933	1.779280751	0.667082931	1.163941452	0.477212475	0.91531747	1.50231902	0.700619985	0.228757957	0.33312503	1.059534556	0.75491762	0.957996488	2.356098419	2.356098419	3.390267656	0.797327061	0.857729505	0.775646057	1.197879687	3.412499555	1.439692324	2.423644868	1.016536843	1.273644351	0.972327251	0.477926628	0.591114236	0.884152734	3.208372486	0.929865332	0.865461749	1.904340215	2.286901327	0.596962416	4.228752027	1.779280751	2.665757824	3.257588314	1.643209014	0.849446969	2.75503185	1.290063581	0.369684403	0.352984153	0.787072051	0.551277081	0.111881216	1.995641846	0	2.156674704	0.973095893	5.130380111	1.121541806	0.518285356	1.294869756	3.257588314	0.083171194	4.486064163	3.910546261	3.255162707	3.600714204	6.791705901	5.723639668	0.251938667	0.546907797	0.498861631	1.303182328	0.11336758	1.249312407	0.189429897	0.586511887	0.413826755	0.380997437	1.662043995	1.119661907	0.361744464	0.861892744	0.546792242	1.491692281	11.5175098	0.890813316	0.812603202	1.081730889	0.712938773	1.911406477	3.412499555	0.334451027	0.413503661	0.916938961	1.148196448	1.779280751	1.318104426	0.751114121	2.658499087	0.724827598	0.272139506	0.728488338	11.5175098	0.318929198	1.324165913	3.560591486	0.73562924	0.471955654	0.67802455	0.601979696	0.971066797	0.938820829	1.628794157	6.163911939	0.48053644	0.427523446	0.39738255	0.901336115	1.370936247	0.909747572	4.96378866	0.213287118	1.179153432	0.76460505	1.893641449	0.441228214	2.593221857	1.550760945	2.052152044	3.560591486	3.207122633	1.253565147	1.001561403
48H-UKNO3-R1	48H+U	0.348961925	6.515323086	1.193024558	0.488134755	2.201165107	0.449518332	2.142101307	2.038923304	1.711582629	1.333220103	2.173439674	3.025594823	1.584677975	0.578162028	0.358080581	0.308172585	0.3470631	0.694946485	1.650569578	0.807236445	0.630611411	1	0.829039355	1.688636395	0	6.515323086	6.49651974	0.843193734	4.718554737	1.679280876	0.344345694	0.572868592	0.782996074	0.970792914	0.815203212	0.810252157	1.086506383	1.324513081	0.521366867	0.902664169	1.414082241	5.521466958	6.318841199	0.46184067	2.06101862	0.080213719	1.046625198	0.807236445	2.835693118	1.350348839	0.704271731	1.210960568	0.526948887	0.932214615	0	0.720310062	0.289848753	0.344308214	1.071009371	0.889778951	0.357741972	2.288037758	0	3.085269759	0.798392365	0.696899717	0.782621371	1.26250254	3.11426057	1.478782883	2.500759181	0.818506633	1.285446734	0.403993063	0.403928358	0.565354274	0.827918068	2.810729735	1.002897787	0.869077938	0.265760061	2.14498824	0.581315534	4.43359202	1.868769071	2.173439674	2.802309284	1.227553273	1.394915538	2.727707182	1.324148456	0.411322081	0.841096675	0.903742395	0.56937652	0.222542763	2.136303982	0.486603089	1.966159794	0.842323035	5.364776047	1.760007604	0.492536639	1.725060213	2.800619109	0.242502544	1.377814473	3.801024923	2.802309284	1.861141358	6.721236871	5.538816536	0.487267489	0.454306107	0.482091232	1.562277318	0.348961925	1.225200088	0.427624313	0.645817784	0.870735127	0.393969771	1.625856732	1.046735866	0.334251107	0.899618697	0.335891215	1.427207045	10.52519689	0.895682102	0.773660139	1.086578742	0.698563225	1.927666308	3.11426057	0.275255841	0.601213575	0.934372685	1.299854834	5.251799647	1.106171042	0.69499408	2.525957444	0.881795445	0.301283971	0.849524246	10.52519689	0.344022199	1.089822862	3.667878296	0.783158961	0.581214006	0.677560756	0.483620429	0.929251305	1.131462619	1.760007604	6.318841199	0.667541904	0.443106607	1.025007674	0.823028398	1.394915538	1.025007674	4.718554737	0.297177733	1.160368258	0.66969374	1.772761727	0.139107404	2.26241368	1.600368876	2.380533265	3.667878296	2.845556477	1.277944129	0.903310991
48h-UKNO3-R3	48H+U	0.454716685	0	0.646537053	0.909476216	0	0.384347142	2.336090551	4.73908652	2.714435607	1.052708071	2.592644253	3.482169502	2.191601942	0.551801617	0.983006885	0.331986125	0.264992599	0.598198668	2.247008688	0.435789622	1	1.639457016	0.915784437	0	2.821291214	0	0	0.9118285	5.987233507	1.736508228	0.359260277	0.697163692	0.828719319	3.482169502	0.509918295	1.034696583	1.122763501	2.92972592	0.98252188	1.636463573	2.053169228	0	8.019741501	0	2.262347106	0.115492552	0.432931347	0.95102722	3.957668947	1.50999007	0.819451955	1.425703309	0.737732087	0.966006388	1.557467536	0.734113827	0.288869747	0.41050502	1.292245072	1.034954164	1.135516258	2.15024105	4.310996769	4.73908652	0.440697738	0.684788568	0.209730523	1.468411725	4.247120733	1.226774538	2.445217589	0.836645785	1.520511274	0.937418025	0.76425305	1.021348452	0.649360021	3.062184395	1.129114652	1.078553814	1.683604242	2.098407697	0.38661071	0	0	2.598431425	3.529746003	1.961255066	1.639674492	1.58595356	1.574198558	0.46358416	0.795319158	0.897691626	0.532092365	0.140571139	1.755466437	0.727801855	3.894436553	1.107667215	6.109781943	0.250960848	0.391622608	2.08504168	3.529746003	0.218392272	1.81949102	3.98240502	3.529746003	7.153670831	0	5.865124111	0.457977693	0.518030215	0.6079175	1.648287442	0.452421332	1.314639336	0.165449507	0.513889288	0.374558947	0.48760304	1.825360387	1.233792778	0.424245567	0.989384579	0.496041769	1.92511843	12.03398862	0.987303361	0.932014381	1.109025255	0.781006737	1.793433291	4.558715746	0.231523807	0.354034593	0.936436944	1.825360387	3.428287608	2.813924885	0	1.58595356	0.778484581	0.452836944	1.755466437	12.03398862	0.368570532	1.74984881	3.625684789	0.834484059	0.446505435	0.606092502	0.740668761	3.277451991	0.836696745	2.748402232	8.028823889	0.225303242	0.439148891	1.131527343	0.961211851	1.639674492	1.095380997	5.987233507	0.270573531	1.211109789	0.286382975	0	0.503740636	2.698467969	0.795006322	0	3.625684789	3.062184395	2.583914745	1.173395596
48H-UKNO3-R4	48H+U	0.161752339	7.640963751	0.723907486	0.503498304	1.500909428	0.456493328	1.123982178	3.541540076	1.810575879	0.941784811	1.194903381	2.782362255	1.261656922	0.607789462	0.360991325	0.300318197	0.567107523	0.61989622	1.744953379	0.246441184	0.786752163	1.027730894	0.535002842	1.090928184	0.392838852	7.640963751	7.640963751	0.499752777	3.320702586	1.085311222	0.310552082	0.873157999	0.94310245	2.782362255	0.558802391	0.885141319	1.211124734	1.576012995	0.704339852	0.928336799	1.261656922	4.966946594	6.523572598	0.502714642	1.844024133	0.082900708	0.917525195	1.016573022	2.386614539	1.086601668	0.671125283	1.053654373	0.581373541	0	1.340040889	0.727428339	0.342055584	0.439666448	1.122449259	0.781286403	0.893700133	1.83931997	1.83931997	3.317806202	0.777819245	0.744042747	0.539669291	1.195064836	2.473082074	1.775843906	2.221372184	0.433316048	1.298347384	1.238328775	0.32635145	0.677456184	0.845028058	1.760534145	0.877258955	0.746446469	1.648229302	2.01530851	0.528997486	5.517959909	3.335109285	2.019229353	2.240605801	1.465977332	0.785217505	1.183258149	1.560908981	0.435293248	0.33936505	0.876008454	0.566836568	0.126103626	2.01137235	0.387845819	2.521686563	2.079994173	5.294155987	1.370071637	0.395885025	1.507971446	2.240605801	0.260973362	3.28708401	1.867192688	2.243779468	1.744953379	7.197615695	6.107711097	0.552138437	0.479064211	0.59745616	1.495026393	0.422356175	0.558536	0.482377035	2.065136565	1.310731995	0.402650265	1.696457142	0.980606883	0.262597657	0.880380926	0.453330014	0.780735765	10.06474331	1.59973942	0.73973159	0.916689567	0.771158184	1.83931997	0	0.540329285	1.087472858	0.995426888	0.907053601	4.743633451	1.187240925	2.534170363	1.183258149	0.560208346	0.656269342	2.01530851	10.06474331	0.358133952	1.062312742	3.879681842	0.814977087	0.811938711	0.849011324	0.484867439	0.892417788	1	1.370071637	6.523572598	0.164435714	0.449309421	0.852675438	1.880822314	1.166120254	0.852675438	3.320702586	0.390064899	0.590356072	0.94767256	1.377313654	0.392209855	2.323324822	1.138141898	2.161575058	3.879681842	0.589964206	1.282849051	1.019044106
48H-UKNO3-R5	48H+U	0.424058526	8.749446465	0.715962886	0.590351182	0.648885182	0.211845621	1.882778692	3.591086607	2.37664299	0.690490453	1.376401451	0.872717476	1.359555749	0.638998408	0.442460407	0.354155191	0.584338235	0.632866376	2.372443966	0.85226551	0.936077964	1.117631601	0.701930912	0	0	8.749446465	8.749446465	0.617928108	4.621840431	1.064049997	0.303837932	1.316846246	1.531761484	2.997020756	0.799817273	1.402398385	1.205189566	0	0.527391557	1.00488907	1.359555749	5.598121651	7.179418256	0.540266085	1.188885251	0.312213837	1.078659259	0.85226551	3.086574716	1.11804333	0.731245032	1.105462552	0.602550426	1.410522603	1.440845798	0.755979804	0.198194421	0.426466989	0.836994252	0.825635505	0.905969144	2.134929491	2.134929491	3.602068591	0.828162724	0.658831637	0.563097775	1.416078362	2.867627315	1.571140264	2.552007618	0.760752217	1.322289418	1.077107053	0.341545473	0.749991505	0.945647543	2.329610677	0.905969144	0.767989914	1.656806766	2.103296242	0.555433455	6.961581051	3.557730934	2.170688529	0.93029079	1.177889822	0.752109255	3.591086607	1.659103985	0.48492696	0.36130105	0.926115704	0.520600261	0.150305396	2.959654179	0.9325178	2.51886091	0.858079793	0	1.557105243	0.304273295	1.629229025	2.793762428	0.427668011	4.075438222	3.071591108	2.793762428	1.0291826	8.601602135	6.902456489	0.559998329	0.551488641	0.720522685	1.55190197	0.421760593	0.819356821	1.090735917	2.134929491	1.406497719	0.508151065	1.806226873	1	0.20825086	0.945298727	0.384069899	0.746332119	11.82847222	1.4825202	0.741500212	0.354739342	0.841315787	1.9599514	2.867627315	0.641727817	0.885952263	1.006707314	1.088138859	1.36001966	1.089639677	2.829699002	1.594282846	0.605233185	0.663964648	2.989092092	11.82847222	0.572021923	1.088989218	0.830763575	0.926894597	0.843371389	0	0.575932246	1.010196176	0	1.557105243	7.179418256	0.353426248	0.472621356	0.905381463	1.990296015	1.201107339	0.905381463	4.621840431	0.408437843	0.811621166	0.963843632	1.57441463	0.508153816	2.461594118	2.252952174	3.284809559	3.779327649	0.793787559	1.397676483	1.108188151
